komentar,clean,sentimen
"Ini film kayak disutradarai 2 orang. Plot awal ampe tengah udah bagus banget. Tapi tiba2 dari tengah ke akhir, ceritanya kayak langsung berbeda banget. Mengingatkan gw sama Naruto OG dan Boruto, udah keren2 ceritanya eeeeehhh, malah jadi absurd tengahnya. Gmn menurut kalian? Gw bingung deskripsikannya sih. Kayak... something off. Sayang banget.",film kayak disutradarai orang plot ampe tentidakh udah bagus banget tentidakh ceritanya kayak langsung berbeda banget mengintidaktkan gw naruto og boruto udah keren ceritanya eeeeehhh absurd tentidakhnya gmn gw bingung deskripsikannya sih kayak something off sayang banget,2
🤫🤫🤫,,1
Iya lagi 😂😂,iya,1
"Iyaa bener, apalagi pas tau bentuk setan nya absurd, bunuh setannya kek bunuh binatang pula😂",iyaa bener pas tau bentuk setan nya absurd bunuh setannya kek bunuh binatang,1
Mqntab bg qku sampai merinding semoga sukses ya❤❤❤❤,mqntab bg qku merinding semotidak sukses ya,1
Horor bgt tp seru😂,horor bgt tp seru,1
Была ли эта змея демоном или джинном?,,1
Beri pada habib kuburan udahh ludes semua ni😊😊😊😊,habib kuburan udahh ludes ni,1
"Film apa ni serius ga nyambung,buat gw yg nonton film atau pembahasan yg rinci dan kompleks",film ni serius tidak nyambungbuat gw yg nonton film pembahasan yg rinci kompleks,1
Exuma,exuma,1
"salam hangat . aku dari malaysia , film ini aku nonton di bioskop ( cinema ) awalnya aku rasa cerita ini lucu kerana ritualnya  . tapi kelamaan nonton malah makin takut seram  . ketika pulang ke rumah malam tiduran aku mimpi sosok jenderal iblis hingga tersadar tidur , ya udah aku terus ambil wudhu dan solat",salam hantidakt malaysia film nonton bioskop cinema cerita lucu kerana ritualnya nonton takut seram pulang rumah malam tiduran mimpi sosok jenderal iblis hingtidak tersadar tidur ya udah ambil wudhu solat,2
"2023 2024
Ok",ok,1
mantaff sekali bang review filmnya. 😁,mantaff bang review filmnya,1
Apasi ga jelas ending nya,apasi tidak ending nya,1
Roh delapan kaki,roh delapan kaki,1
"Kesini gara"" tiktok sini kumul😂😂",kesini tidakra tiktok kumul,1
Ga baca bagaimana bgst,tidak baca batidakimana bgst,1
Menurut gua sin mimpi basah😂😂,gua sin mimpi basah,1
"Udah lama ga nonton film horor, terakhir nonton jigsaw di channel ini",udah tidak nonton film horor nonton jigsaw channel,1
Coach Ancelotti dukun nya,coach ancelotti dukun nya,1
pertanyaan gua ular jadi-jadian yang dibunuh itu maksudnya apa?,gua ular jadijadian dibunuh maksudnya,1
"Filmnya bagus, tapi kalo serem mungkin nda, tapi itu masing masing orang si",filmnya bagus kalo serem nda orang si,2
kakeknya mantan tentara naz* kah?,kakeknya mantan tentara naz kah,1
"Pengen nnton ini karna akting lee do hyung katnya bagus, tp penakut dan anti nonton genre horor. Kira² hantunya bneran bikin takut ga ya?😢",pengen nnton karna akting lee do hyung katnya bagus tp penakut anti nonton genre horor hantunya bneran bikin takut tidak ya,2
Jgn suka marah2 syg,jgn suka marah syg,2
Kita satu serve👍👍👍,serve,1
Film Korea kyknya lebih ke horor misteri bukan setan2an doang,film korea kyknya horor misteri bukan setanan doang,1
Sebnernya wujud hantunya ga bikin serem sih. Yang serem tuh suasananya. Musiknya tuh beneran mencekam gitu. Tapi bagus bangett,sebnernya wujud hantunya tidak bikin serem sih serem tuh suasananya musiknya tuh beneran mencekam gitu bagus bangett,2
"wowkwowkow gatau kenapa aku ngikik sendiri pas abangnya bilang, ""arwahnya otw ke rumah sakit""",wowkwowkow tidaktau ngikik pas abangnya bilang arwahnya otw rumah sakit,1
Siluman samurai ny itu serem coy,siluman samurai ny serem coy,1
"asli nih film seru banget,sampe merinding gua denger mantra mantra yang di bacain",asli nih film seru bangetsampe merinding gua denger mantra mantra bacain,1
Adik cewe nya cantik bnget,adik cewe nya cantik bnget,1
Gabisa request film hamil Ari Ari apa,tidakbisa request film hamil ari ari,1
"Aku nonton filmnya 19 mnt, tatuttt.. jadi kesini aja",nonton filmnya mnt tatuttt kesini aja,1
oi,oi,1
"kasian bgt eyang nya di kubur di tanah terkutuk dan ga pernah diberi ""sesajen"" sdgkn anaknya yg di amerika hidup dgn penuh kenyamanan",kasian bgt eyang nya kubur tanah terkutuk tidak sesajen sdgkn anaknya yg amerika hidup dgn penuh kenyamanan,1
Ada kemangmang di korea juga ya,kemangmang korea jutidak ya,1
"Deg"" gan njir walaupun filem",deg tidakn njir filem,1
"setiap nonton vt ini selalu seneng soal nya bisa nemenin gabut seru banget rajin² update 
 ya minn",nonton vt seneng nya nemenin tidakbut seru banget rajin update ya minn,1
"Gw belum bisa move on sama ceritanya, kren bangett ❤",gw move on ceritanya kren bangett,1
"Seru tapi tidak terlalu menakutkan, keren karna di balut sama cerita masalalu dan orang jepang",seru tidak menakutkan keren karna balut cerita masalalu orang jepang,2
Full movienya dmn sih,full movienya dmn sih,1
Filmnya tayang di mn ya ?,filmnya tayang mn ya,1
Rumah sinbi gak sih 😂,rumah sinbi tidakk sih,1
"aku nonton streaming, teks nya agak ngawur

maksudnya gimana sih film ini, ga nyambung aku
jadi si kakek itu kenapa ko jadi arwah jahat,?",nonton streaming teks nya atidakk ntidakwurmaksudnya gimana sih film tidak nyambung akujadi si kakek ko arwah jahat,1
Jepang horornya tingkat dewa y korea mh lewat,jepang horornya tingkat dewa y korea mh,1
film aneh,film aneh,0
SERU SEMOGA ADA LAGI FILM KYA GINI🎉,seru semotidak film kya gini,1
😂😂😂😂😂😂😂😂😂 ngakak so hard,ntidakkak so hard,1
Cari di google maksut film ini,cari google maksut film,1
"film horor sentimen ke orang jepang njir, propaganda Korea selatan wkwk",film horor sentimen orang jepang njir propatidaknda korea selatan wkwk,1
"Hanya orang gobl*k yang percaya dukun, padahal Allah yang kasih mereka rezeki, dan atas usaha dan kerja keras mereka. Tapi saking gobl*k nya mau patuh sama orang gobl*k yang namanya dukun. Innalillahi wa innailaihi Raji'un 🤦",orang goblk percaya dukun allah kasih rezeki usaha kerja keras saking goblk nya patuh orang goblk namanya dukun innalillahi wa innailaihi rajiun,1
"Patuh actornya main film setan ya. Nggak protes mereka, patuh sama perintah iblis dan dukun untuk main film. Wah, gobl*k. Ah wajar, kan bukan orang Islam🤔",patuh actornya main film setan ya ngtidakk protes patuh perintah iblis dukun main film goblk ah wajar bukan orang islam,1
iiss.. mubazir kerjaannya!🥲,iiss mubazir kerjaannya,1
Film ini percaya dukun ya? isy.. musyrik😬,film percaya dukun ya isy musyrik,1
Ini bahas agama animisme ya?,bahas atidakma animisme ya,1
Nonton ful nya dmna,nonton ful nya dmna,1
"Menurut sy , ni film masih kurang lengkap -,",sy ni film lengkap,1
Di Netflix ada ya?,netflix ya,1
Serem x ularnya 🤦‍♀️🤦‍♀️🤦‍♀️,serem x ularnya,1
"Nonton kesini gara2  liat di fb gak full keterangan  jadi penasaran  
Setelah disini malah makin penasaran ending filmnya blum selesai uhhh siap nunggi episod 2",nonton kesini tidakra liat fb tidakk full keterantidakn penasaran penasaran ending filmnya blum selesai uhhh nunggi episod,1
"Seru banget.. 
Scene main-main sama Shogunnya lumayan creepy duh",seru banget scene mainmain shogunnya lumayan creepy duh,1
mimpi basah:v,mimpi basahv,1
Masih banyak yg saya bingungkan. Kenapa kakek buyutnya dimakamkan disitu ya?. Terus si biksu temen kakek motifnya apa? Perampok makam yg orang jepang itu sebenarnya siapa? Bukan perampok biasa kan?. Kek emang tujuannya ke hal mistis bukan harta benda. Terus arwah kakeknya kenapa malah jadi jahat? Kek pengen ngabisin keturunannya. Terus ternyata jiong pas dirasuki si kakek kenalan sama iblisnya ya. Jadi tau kisahnya?. Ularnya artinya apa? . Pasaknya jadinya ga ketemu ya? Masih dibadan iblis?. Masih bisa balik ga?. Ah banyak yg saya masih pertanyakan disini.,yg bingungkan kakek buyutnya dimakamkan disitu ya si biksu temen kakek motifnya perampok makam yg orang jepang bukan perampok kek emang tujuannya mistis bukan harta benda arwah kakeknya jahat kek pengen ntidakbisin keturunannya jiong pas dirasuki si kakek kenalan iblisnya ya tau kisahnya ularnya pasaknya tidak ketemu ya dibadan iblis tidak ah yg,1
musiknya....,musiknya,1
Lu tau gk siapa yg aktorin monster nya itu adalah pemain basket korea😅,lu tau gk yg aktorin monster nya pemain basket korea,1
Mimpi basah😂,mimpi basah,1
mau nonton tp backsondny kudu aju ganti lagu dangdut,nonton tp backsondny kudu aju tidaknti lagu dangdut,1
jd kenapa si arwah kakek yg bunuh keluarganya itu dimakamkan disana? ular berkepala seperti manusia itu apa?  pedang katananya kemana? masih ada dlm badannya??,jd si arwah kakek yg bunuh keluartidaknya dimakamkan disana ular berkepala manusia pedang katananya kemana dlm badannya,1
B aja filmnya,b aja filmnya,1
Jepang kan pernah menjajah korea,jepang menjajah korea,1
"Propaganda gimana, kan emang dulu korea dijajah sama jepang, indonesia juga",propatidaknda gimana emang korea dijajah jepang indonesia jutidak,1
Animenisme,animenisme,1
Tele ada kak,tele kak,1
"5. Jiyong itu pas dirasuki auto berubah kaya kakeknya, yang langsung pose hormat khas jepang pada masa itu karna kakeknya memang hidup dimasa korea dijajah jepang. Dan bilang: rubah menggigit pinggang harimau... itu lokasi ditanamnya pasak besi tempat dia dimakamin td. Jadi peta korea itu kalau dilihat bentukannya, mirip kaya pose harimau lg rebah, nah lokasi pasak besinya pas di daerah pinggang harimau. Jadi dikatakan rubah menggigit pinggang harimau",jiyong pas dirasuki auto berubah kaya kakeknya langsung pose hormat khas jepang karna kakeknya hidup dimasa korea dijajah jepang bilang rubah menggigit pingtidakng harimau lokasi ditanamnya pasak besi dimakamin td peta korea bentukannya kaya pose harimau lg rebah lokasi pasak besinya pas daerah pingtidakng harimau rubah menggigit pingtidakng harimau,1
"Bantu jawab ya kak:
1. Kakeknya sengaja dimakamin disitu buat njaga pasak besi, tp keluarganya gatau. Kakeknya itu orang kaya dan terpandang (makanya kuburannya dibikin sederhana, biar gak dirampok), tp kenapa kok kakeknya yg kepilih buat dimakamin disitu,kalau gasalah kakeknya itu kaya dan terpandang karna bersekongkol sama jepang, jadi dia gak nasionalis alias mau jual negaranya demi kepentingan pribadi. Makanya gaada yang respect sama kakeknya dan makamnya diabaikan. Kalau makam itu diabaikan otomatis orang2 gaada yang kesana. Jadi pasak besinya amaann

2. Biksunya Biksu Jepang kak, yang setia pada kaisar. Dugaanku adalah... setelah jepang mengaku kalah, mereka itu aslinya gak terimaaa. Jadi mereka berpikiran, kalau mereka gabisa menguasai korea, mereka akan bikin tanah-tanah di korea itu gak bisa ditinggali dengan cara dikasih pasak besi itu tadi. Nah tanah yang dikasih pasak besi itu jadi gabisa ditinggali karna nggak tentram",bantu ya kak kakeknya sentidakja dimakamin disitu njatidak pasak besi tp keluartidaknya tidaktau kakeknya orang kaya terpandang kuburannya dibikin sederhana biar tidakk dirampok tp kakeknya yg kepilih dimakamin disitukalau tidaksalah kakeknya kaya terpandang karna bersekongkol jepang tidakk nasionalis alias jual netidakranya kepentintidakn pribadi tidakada respect kakeknya makamnya diabaikan makam diabaikan otomatis orang tidakada kesana pasak besinya amaann biksunya biksu jepang kak setia kaisar dutidakanku jepang mentidakku kalah aslinya tidakk terimaaa berpikiran tidakbisa menguasai korea bikin tanahtanah korea tidakk ditingtidakli dentidakn dikasih pasak besi tanah dikasih pasak besi tidakbisa ditingtidakli karna ngtidakk tentram,1
"7. Pasaknya ketemu. Kenapa dicari di sekitar makam jendral gaketemu, karna pasaknya ditanem di jasad si jendral. Jadi si jendral itu kayak tumbal gitu lo. Kayaknya... setelah jepang kalah... si jendral itu masih punya tugas terakhir... yaitu dipenggal dalam suatu ritual trus pedangnya ditancepin didalam badannya, lalu kepalanya dijahit lagi. Jadilah dia sebagai iblis. Mungkin semacam kodam. Nah kenapa makamnya itu vertikal, gatau juga, gak dijelasin secara eksplisit di film, tp mungkin memang biar posisinya seperti pasak yang menancap beneran...",pasaknya ketemu dicari makam jendral tidakketemu karna pasaknya ditanem jasad si jendral si jendral kayak tumbal gitu lo kayaknya jepang kalah si jendral tutidaks dipengtidakl ritual trus pedangnya ditancepin didalam badannya kepalanya dijahit sebatidaki iblis kodam makamnya vertikal tidaktau jutidak tidakk dijelasin eksplisit film tp biar posisinya pasak menancap beneran,1
"6. Ular kepala manusia itu, kalau cari di google, itu memang makhluk mitologi yang jahat. Tp versinya banyak kak, jadi aku gatau mana versi yang dimaksud di film. Tp menurut salah satu sumber yang aku baca, meskipun ular itu jahat dan bisa menghalusinasi orang, dia itu menjaga sesuatu yang ada dibawahnya buat keluar. Nah dugaanku si njaga pasak besi dan jendralnya keluar... karna bener kan... si jendral baru keluar setelah ularnya dibunuh... kayak gampang banget dia keluar dari petinya",ular kepala manusia cari google makhluk mitologi jahat tp versinya kak tidaktau versi film tp salah sumber baca ular jahat menghalusinasi orang menjatidak dibawahnya dutidakanku si njatidak pasak besi jendralnya karna bener si jendral ularnya dibunuh kayak tidakmpang banget petinya,1
"Lanjut...
Kobisa tau kalau pasaknya ada disitu... jadi ternyata saat si jendral berubah jadi api, api itu menyebarkan ketakutan dan keputusasaan kepada orang yang melihatnya. Di film digambarin kalau mereka yang melihat api itu juga bisa melihat bagaimana proses kematian si jendral termasuk proses pembuatan si jendral sebagai wadah pasak besi... begituu",lanjutkobisa tau pasaknya disitu si jendral berubah api api menyebarkan ketakutan keputusasaan orang film ditidakmbarin api jutidak batidakimana proses kematian si jendral proses pembuatan si jendral sebatidaki wadah pasak besi begituu,1
"8. Gabisa balik karna udah dilenyapkan. Kenapa bisa dilenyapkan, menurut ahli feng shui nya, setiap makhluk itu ada elemen penyusun atau pembuatnya. Makhluk itu bisa mati atau musnah kalau dibunuh pakai lawan dari elemennya. Di film dijelasin kalau si jendral itu elemennya besi sama api (dalam tubuhnya ditanem besi, dan itu alasan kenapa dia dihidupkan, sama bisa berubah jadi api). Nah lawan elemen itu kayu sama air kalau gasalah. Makanya si jendral gamempan kalau dipukul pake besi, mempannya malah pake kayu dan lebih mematikan lagii kalau kayunya basah. Akhirnya karna gaada air, diolesilah kayunya pakai darah si ahli feng shui... dan bener dehhh iblisnya bisa dibunuh pakai itu",tidakbisa karna udah dilenyapkan dilenyapkan ahli feng shui nya makhluk elemen penyusun pembuatnya makhluk mati musnah dibunuh pakai lawan elemennya film dijelasin si jendral elemennya besi api tubuhnya ditanem besi alasan dihidupkan berubah api lawan elemen kayu air tidaksalah si jendral tidakmempan dipukul pake besi mempannya pake kayu mematikan lagii kayunya basah karna tidakada air diolesilah kayunya pakai darah si ahli feng shui bener dehhh iblisnya dibunuh pakai,1
 @arumpujaaaaayyyy  untuk alasan kenapa arwah kakeknya jiyong bisa dendam sampai ingin menghabisi seluruh keturunannya?,arumpujaaaaayyyy alasan arwah kakeknya jiyong dendam menghabisi keturunannya,1
"Kalau menurutku, keluarga si kakek tidak tau ada makam jenderal disitu. Ketika si kakek yg dasarnya penghianat negara dia dikubur disitu tanpa penghormatan. Mengingat si kakek dikubur diatas makam si jendral yg nobanenya Oni dia merasa tersiksa dan tidak terima dengan keluarganya yg bisa hidup enak sedangkan dia tidak bisa balik ke akhirat krna tertahan makam si jendral yg tepat di bawahnya. Sehingga dia mau menuntut balas pd keturunannya yg sudah bergelimang harta hasil rintisan kakeknya. Kan di film si kakek cerita ke si anak pertama bahwasannya si kakek menderita selama di makam itu. Dan ketika merasuki cucunya dia yg cerita tentang pasak itu melalui perumpamaan harimau yg ditusuk rubah pinggangnya. Maaf kalau salah, tp itu yg saya tangkap.",menurutku keluartidak si kakek tidak tau makam jenderal disitu si kakek yg dasarnya penghianat netidakra dikubur disitu penghormatan mengintidakt si kakek dikubur diatas makam si jendral yg nobanenya oni tersiksa tidak terima dentidakn keluartidaknya yg hidup enak tidak akhirat krna tertahan makam si jendral yg bawahnya sehingtidak menuntut balas pd keturunannya yg bergelimang harta hasil rintisan kakeknya film si kakek cerita si anak bahwasannya si kakek menderita makam merasuki cucunya yg cerita pasak perumpamaan harimau yg ditusuk rubah pingtidakngnya maaf salah tp yg tangkap,1
​ @gandaprasetyabutarbutar904 menurutku mereka keluarga si kakek itu tau ada yg gak beres disitu. Cuma gak mau cerita detail ke dukun karena MALU. Aslinya mereka itu keturunan pengkhianat negara yg jual negaranya sendiri ke Jepang. Makanya mereka ada di AS buat melupakan sejarah kakeknya padahal mereka sekeluarga udah dikutuk si dukun Jepang itu sendiri dan gak bisa kabur walau keluar negeri sekalipun,tidakndaprasetyabutarbutarmenurutku keluartidak si kakek tau yg tidakk beres disitu tidakk cerita detail dukun malu aslinya keturunan pengkhianat netidakra yg jual netidakranya jepang as melupakan sejarah kakeknya sekeluartidak udah dikutuk si dukun jepang tidakk kabur negeri,1
Dan yes... happy ending filmnya😂,yes happy ending filmnya,1
"- Si kakek buyutnya ini tuh dulunya orang kaya raya berpengaruh, kenapa sama si biksu disaranin buat di kubur disana tujuannya buat ngejaga si pasak itu sendiri dari perampok kuburan, dll. Kan punya org kaya, pasti penjagaan kuburannya ketat gitu. Ya istilahnya dimanfaatin lah buat menjaga pasak yg isinya siluman itu, biar gak digali orang. Makanya pas kuburannya digali malah jadi malapetaka
- Terus untuk pasak besinya sendiri ternyata ditanamkan didalam tubuhnya si jenderal siluman itu. Makanya jenderal siluman itu dikubur secara vertikal (seperti pasak pada umumnya).
- Dan silumannya udh gak bisa balik ya, karena udh binasa. Akibat di pukul pake kayu yg dikasih darahnya si ahli fengshui itu. Karena siluman ini tuh kan elemennya besi dan api, lawannya besi itu kayu dan lawannya api itu air. Makanya di lawan pake kayu sama darah (menggantikan air) dia bisa binasa. Begitu",si kakek buyutnya tuh dulunya orang kaya raya berpentidakruh si biksu disaranin kubur disana tujuannya ngejatidak si pasak perampok kuburan dll org kaya penjatidakan kuburannya ketat gitu ya istilahnya dimanfaatin menjatidak pasak yg isinya siluman biar tidakk ditidakli orang pas kuburannya ditidakli malapetaka pasak besinya ditanamkan didalam tubuhnya si jenderal siluman jenderal siluman dikubur vertikal pasak silumannya udh tidakk ya udh binasa akibat pake kayu yg dikasih darahnya si ahli fengshui siluman tuh elemennya besi api lawannya besi kayu lawannya api air lawan pake kayu darah mengtidakntikan air binasa,1
​ @dindarwn5987  tp yg masih jd pertanyaan knp roh kakek buyutnya jahat dn mau bunuh semua keluarganya?,dindarwn tp yg jd knp roh kakek buyutnya jahat dn bunuh keluartidaknya,1
​ @dindarwn5987  jawaban yg relevan 👍🏻,dindarwn yg relevan,1
"3. Perampoknya seingatku orang korea. Nah sepertinya mereka ini bukan perampok makam biasa, mereka itu mendirikan organisasi yang tujuannya mencari pasak-pasak besi buat diambil. Buat menyucikan tanah korea. Makanya di alatnya dikasih nama, dan mereka foto bareng. 

4. Arwah kakeknya jadi jahat karna doi gaterima dimakamin diatas pasak besi, doi merasa kuburannya gak nyaman, jadi dia kayak ngganggu anak turunannya. Dia kesal karna menganggap anak turunnya meninggalkan dia ditempat gaenak itu, yang katanya dingin dan gaenak. Nah dia mau balas dendam dengan cara mbunuh anak keturunannya",perampoknya seintidaktku orang korea bukan perampok makam mendirikan ortidaknisasi tujuannya mencari pasakpasak besi diambil menyucikan tanah korea alatnya dikasih nama foto bareng arwah kakeknya jahat karna doi tidakterima dimakamin diatas pasak besi doi kuburannya tidakk nyaman kayak ngtidaknggu anak turunannya kesal karna mentidakngtidakp anak turunnya meningtidaklkan ditempat tidakenak dingin tidakenak balas dendam dentidakn mbunuh anak keturunannya,1
😢😢😢,,1
"Bantu jawab ya kak:
1. Kakeknya itu keluarga terpandang dan kaya kak, pada masa korea dijajah jepang. Sayangnya kakeknya ini ternyata nggak nasionalis, jadi disaat negaranya dijajah dia berkongsi sama jepang buat cari keuntungan sendiri. Kakeknya di cap penghianat negara yang mau njual negaranya sendiri ke jepang. Makanya si kakek dimakamkan disana menurut arahan biksu kitsune (biksu jepang), dan dibawah makamnya ditaruh pasak besi itu... nah kalau kakeknya dicap penghianat kan gaada orang mau ziararah, jadi pasaknya aman",bantu ya kak kakeknya keluartidak terpandang kaya kak korea dijajah jepang sayangnya kakeknya ngtidakk nasionalis disaat netidakranya dijajah berkongsi jepang cari keuntuntidakn kakeknya cap penghianat netidakra njual netidakranya jepang si kakek dimakamkan disana arahan biksu kitsune biksu jepang dibawah makamnya ditaruh pasak besi kakeknya dicap penghianat tidakada orang ziararah pasaknya aman,1
"Makasih penjelasannya, jadi terjawab lah semua rasa penasaran saya, hubungannya ini dan itu apa, ​ @arumpujaaaaayyyy ",makasih penjelasannya terjawab penasaran hubuntidaknnya arumpujaaaaayyyy,1
"2. Ular kepala manusia itu salah satu makhluk mitologi jepang kak. Aku lupa namanya, tp kalau googling ada kok. Dan aja banyak juga versinya, jadi aku gatau ya mana versi yang pas. Tp aku baca disalah satu artikel, katanya meskipun ular itu entitas yang jahat dan bisa menghipnotis orang, ular itu aslinya menahan sesuatu yang ada dibawahnya biar tetap ada ditempatnya dan gak keluar. Ini lumayan make sense karna setelah ular itu dibunuh, dan petinya dikeluarin, jendralnya kayak gampang banget keluar dari kotaknya",ular kepala manusia salah makhluk mitologi jepang kak lupa namanya tp googling aja jutidak versinya tidaktau ya versi pas tp baca disalah artikel ular entitas jahat menghipnotis orang ular aslinya menahan dibawahnya biar ditempatnya tidakk lumayan make sense karna ular dibunuh petinya dikeluarin jendralnya kayak tidakmpang banget kotaknya,1
"3. Yess, pedangnya masi didalam badan si jendral, tp sudah dibinasakan sekalian sama jendralnya",yess pedangnya masi didalam badan si jendral tp dibinasakan jendralnya,1
Nonton di bioskop serrru banget ini,nonton bioskop serrru banget,1
"Banaspati, ketindehan, kesurupan, kodam, ular indosiar oh tidak kita sudah diplagiat korea😆",banaspati ketindehan kesurupan kodam ular indosiar oh tidak diplagiat korea,1
"td nonton ini,tp gk nyambung pas awal cerita😭🤣",td nonton initp gk nyambung pas cerita,1
Udh slsi nonton ngk perlu nt di bioskop lgi 😅,udh slsi nonton ngk nt bioskop lgi,1
Kesini karena pasak di Kalimantan,kesini pasak kalimantan,1
penjelasanmuu terlalu rumitt difahami banggg,penjelasanmuu rumitt difahami banggg,1
Gw cari2 di drakor id ga ada ternyata di bioskop,gw cari drakor id tidak bioskop,1
"Wkwkwkwkw KALO KOREA UDAH BULLSHITTTTTTTTTT, GA ADA SEREM²NYA,",wkwkwkwkw kalo korea udah bullshitttttttttt tidak seremnya,1
Rabu 9 Oktober 2024 hadir,rabu oktober hadir,1
"Udah nonton full filmnya, tapi masih bingung kaitan peti pertama sama peti kedua apa?",udah nonton full filmnya bingung kaitan peti peti,1
Lucu film nya,lucu film nya,1
"tetap horor terbaik mnurtqu indonesia  sahabat,  humor dan seramnya sungguh asyik dan menegangkan, hehe",horor terbaik mnurtqu indonesia sahabat humor seramnya sungguh asyik menetidakngkan hehe,2
"awal2 udah bagus berasa terror dari arwahnya, eh ternyata story utama dri film ini bukan itu malah lawan setan jepang tpi dri pada kaya lawan setan lebih ke kaya lawan monster kesan horrornya jadi hilang😅",udah bagus berasa terror arwahnya eh story utama dri film bukan lawan setan jepang tpi dri kaya lawan setan kaya lawan monster kesan horrornya hilang,2
Lah trs leluhurnya bpk dr bayi td apa hbungannya sm iblis itu?,trs leluhurnya bpk dr bayi td hbuntidaknnya sm iblis,1
"Kok bong il mimpi basah 😂, sklian aj bong il pipis enak 🤣",bong il mimpi basah sklian aj bong il pipis enak,1
"Gumpalan api??🤔🤔🤔??
Ini lebih cocok kalo judul film nya
ASAL MULA BANASPATI",gumpalan apiini cocok kalo judul film nyaasal banaspati,1
"Semuanya bagus, film ini cuma cacat dibagian arwah kakek nelpon ke jiong. Lngsung engga banget. Diera bikin film tahun 2024 ga bisa diterima bgt.. harusnya dialihkan ke hal lain nerornya, yg lebh hantuable. Contohnya lngsung ngliatin arwahnya ke dinding kaca apartemen masuk ruangan trus lngsung ngrasukin si jiong..",bagus film cacat dibagian arwah kakek nelpon jiong lngsung engtidak banget diera bikin film tidak diterima bgt dialihkan nerornya yg lebh hantuable contohnya lngsung ngliatin arwahnya dinding kaca apartemen masuk ruantidakn trus lngsung ngrasukin si jiong,2
Filmnya kren sih. Tegangnya dapet. Seremnya luar biasa. Di bantu sama sound yg makjlep,filmnya kren sih tetidakngnya dapet seremnya bantu sound yg makjlep,1
Cara pembahasaan jepang pada karakter iblisnya keren bet pak 😅,pembahasaan jepang karakter iblisnya keren bet,2
endingnya nyaaaa beruang yg di salahkan 😂😂😂😂,endingnya nyaaaa beruang yg salahkan,1
Utk mengelirukan pencuri,utk mengelirukan pencuri,1
"Yang utama peti kedua (yang bawah) karna isinya iblis/tumbal manusia isinya pasak besi. Diatasnya dikasi peti lagi biar orang2 gaada yanh tau kalau dibawah peti yang atas, masi ada peti lagi",utama peti karna isinya iblistumbal manusia isinya pasak besi diatasnya dikasi peti biar orang tidakada yanh tau dibawah peti masi peti,1
"Betul, jadi B aja. Kirain kaya Insidious",b aja kirain kaya insidious,1
Leluhur si bayi dikubur diatas peti iblisnya. Jadi di alam arwah dia gatenang. Makanya ganggu anak cucu sampe dendam dan pengen dihabisi semua😂,leluhur si bayi dikubur diatas peti iblisnya alam arwah tidaktenang tidaknggu anak cucu sampe dendam pengen dihabisi,1
"Bantu jelasin ya kak... jadi memang kayaknya dibuat gitu karna ketepatan sama ahli feng shui nya yang udah deket dan otw mau gedor2 pintu. Pas pertama nonton akutu deg degan banget... waduh kok ada 2 ini, satu di telpon, satu nggedor pintu, mana yang asli nih. Hantunya sengaja menghantui lewat telpon karna gamungkin jiyong mau mbuka jendela kalau hantunya sudah menampakkan diri. Jiyong yang takut dan panik, akhirnya menuruti saran dari telpon dan ternyata itu hantu kakeknya. Sengaja dibuat bingung dan panik dia",bantu jelasin ya kak kayaknya gitu karna ketepatan ahli feng shui nya udah deket otw gedor pintu pas nonton akutu deg detidakn banget telpon nggedor pintu asli nih hantunya sentidakja menghantui telpon karna tidakmungkin jiyong mbuka jendela hantunya menampakkan jiyong takut panik menuruti saran telpon hantu kakeknya sentidakja bingung panik,1
" @arumpujaaaaayyyy   makasi penjelasannya kak, tapi di gw tetep aja ga masuk hantu nelpon 😂",arumpujaaaaayyyy makasi penjelasannya kak gw tetep aja tidak masuk hantu nelpon,1
"iya, yg lain blg bagus tp kok menurut gak oke banget 😢
apa ekpektasiku yg terllau tinggi ya awalnya krn pemainnya 😂, gak oke ni film diamataku sumpeh deh",iya yg blg bagus tp tidakk oke banget ekpektasiku yg terllau ya krn pemainnya tidakk oke ni film diamataku sumpeh deh,2
 @HotFortune  wah ternyata ada yg sepemikiran 🤩,hotfortune yg sepemikiran,1
"Dan kenapa hantu kakeknya gabisa langsung masuk, kayaknya karna semua jendela tertutup kak. Karna bentuknya ruh/angin, dia cuma bisa masuk kalau ada jalannya kan. Makanya selalu minta tolong dibukain. Pas pertama nyamperin ayahnya jiyong juga minta dibukain jendelanya. Nah kalau  bapaknya jiyong mau bukain karna belio dah agak pikun sama itu adalah ayahnya sendiri, jadi gatakut buat bukain",hantu kakeknya tidakbisa langsung masuk kayaknya karna jendela tertutup kak karna bentuknya ruhangin masuk jalannya tolong dibukain pas nyamperin ayahnya jiyong jutidak dibukain jendelanya bapaknya jiyong bukain karna belio dah atidakk pikun ayahnya tidaktakut bukain,1
"Kok ngatur kau?..kok komplain kau?, kau sapa?...kek bisa bikin film aja kau cok sok ngereview, ampas kau",ntidaktur kaukok komplain kau kau sapakek bikin film aja kau cok sok ngereview ampas kau,1
Kesini Krn tau ada wanita ular pemakan manusia (cerita jepang) dari lagunya Yuki Chiba,kesini krn tau wanita ular pemakan manusia cerita jepang lagunya yuki chiba,1
"Udah nonton filmY v g ngerti,,, jadi cari yg ngbhas alurY😅",udah nonton filmy v g ngerti cari yg ngbhas alury,1
